variant,project_name,file_path,baseline_full_tp,baseline_partial_tp,variant_full,variant_partial,tp_full,tp_partial,entry_hit,entry_fn
full,namnc_circom-2-arithc,namnc_circom-2-arithc\tests\circuits\integration\infixOps.circom,0,1,0,1,0,1,1,0
full,Cryamor_Circom-AST-Extractor,Cryamor_Circom-AST-Extractor\testcase\28.circom,5,0,5,0,5,0,1,0
full,Cryamor_Circom-AST-Extractor,Cryamor_Circom-AST-Extractor\testcase\29.circom,5,0,5,0,5,0,1,0
full,Cryamor_Circom-AST-Extractor,Cryamor_Circom-AST-Extractor\testcase\30.circom,5,0,5,0,5,0,1,0
full,hshadab_agentkit,hshadab_agentkit\circuits\ProximityVerification.circom,5,0,5,0,5,0,1,0
full,hshadab_agentkit,hshadab_agentkit\x402\circuits\option-b-v2\decision_with_binding.circom,5,0,5,0,5,0,1,0
full,Ronnieraj37_ETH-villa,Ronnieraj37_ETH-villa\core\circuits\private_swap.circom,4,0,4,0,4,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\temp\2\temp.circom,3,0,3,0,3,0,1,0
full,hshadab_agentkit,hshadab_agentkit\x402\circuits\option-b\decision_with_commitment.circom,3,0,3,0,3,0,1,0
full,huyphamcs_oyrade-contract-privacy,huyphamcs_oyrade-contract-privacy\zk\circuits\withdraw.circom,3,0,3,0,3,0,1,0
full,namnc_circom-2-arithc,namnc_circom-2-arithc\tests\circuits\integration\prefixOps.circom,3,0,3,0,3,0,1,0
full,victoirefem_bp_final,victoirefem_bp_final\circom-2-arithc\tests\circuits\integration\prefixOps.circom,3,0,3,0,3,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\tests\Com_Arg.circom,2,0,2,0,2,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\result\1.circom,2,0,2,0,2,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\result\2.circom,2,0,2,0,2,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\temp\1\temp1.circom,2,0,2,0,2,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\temp\1\temp2.circom,2,0,2,0,2,0,1,0
full,CGuthmann_Infrachain_ZeroKnowledge,CGuthmann_Infrachain_ZeroKnowledge\circuits\circuit_rsa_encrypt.circom,2,0,2,0,2,0,1,0
full,Galactica-corp_galactica-monorepo,Galactica-corp_galactica-monorepo\packages\zk-certificates\circuits\mains\mimcEnDecrypt.main.circom,2,0,2,0,2,0,1,0
full,Ghostkey316_ghostkey-316-vaultfire-init,Ghostkey316_ghostkey-316-vaultfire-init\quantum_expansion_v2\biolock.circom,0,1,0,1,0,1,1,0
full,harshit6239_ZK-Crowdfunding-Audit,harshit6239_ZK-Crowdfunding-Audit\circuits\crowdfund_commit.circom,2,0,2,0,2,0,1,0
full,huyphamcs_oyrade-contract-privacy,huyphamcs_oyrade-contract-privacy\zk\circuits\merge2to2.circom,2,0,2,0,2,0,1,0
full,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\divrem_test.circom,2,0,2,0,2,0,1,0
full,mxber2022_ETHWarsaw,mxber2022_ETHWarsaw\zksnark\packages\mycircuit\feedback.circom,1,1,1,1,1,1,1,0
full,OwshenNetwork_bermuda,OwshenNetwork_bermuda\contracts\circuits\coin_withdraw.circom,2,0,2,0,2,0,1,0
full,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\clean_deposit_withdraw\clean_withdraw.circom,2,0,2,0,2,0,1,0
full,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\deposit_withdraw\withdraw.circom,2,0,2,0,2,0,1,0
full,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\mode123_smoke\mode123_chain_step0.circom,2,0,2,0,2,0,1,0
full,Ty-HA_zkage-proof-mobile,Ty-HA_zkage-proof-mobile\circuits\simple_age_verification.circom,2,0,2,0,2,0,1,0
full,Ty-HA_zkage-proof-mobile,Ty-HA_zkage-proof-mobile\circuits\test_age_verification.circom,2,0,2,0,2,0,1,0
full,Lightency-io_GreenTrust,Lightency-io_GreenTrust\ZKP\equal.circom,1,1,1,1,1,1,1,0
full,0xShiiro_ZK-learnings,0xShiiro_ZK-learnings\array.circom,1,0,1,0,1,0,1,0
full,ABaaaC_zkKaggle,ABaaaC_zkKaggle\test\circuits\MaxPool2D_ks3_test.circom,1,0,1,0,1,0,1,0
full,ABaaaC_zkKaggle,ABaaaC_zkKaggle\test\circuits\MaxPool2D_test.circom,1,0,1,0,1,0,1,0
full,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\credentials\leadership_credential.circom,1,0,1,0,1,0,1,0
full,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\privacy\differential_privacy.circom,1,0,1,0,1,0,1,0
full,Alchemist21_pecunia,Alchemist21_pecunia\zk\circuit3\main3.circom,1,0,1,0,1,0,1,0
full,Alchemist21_pecunia,Alchemist21_pecunia\zk\new_circuit\circuit.circom,1,0,1,0,1,0,1,0
full,alexbabits_circom-puzzles,alexbabits_circom-puzzles\BonusProblems\Problem3.circom,1,0,1,0,1,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\case.circom,1,0,1,0,1,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\tests\Array_Func.circom,1,0,2,0,1,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\tests\Com.circom,1,0,1,0,1,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\tests\Com_Func.circom,1,0,1,0,1,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\tests\Com_Loop_Func.circom,1,0,1,0,1,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\tests\IF_Com_Func.circom,1,0,1,0,1,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\tests\NoInput.circom,1,0,1,0,1,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\tests\Simple.circom,1,0,1,0,1,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\temp\1\temp.circom,1,0,1,0,1,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\temp\2\temp1.circom,1,0,1,0,1,0,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\cases\3\temp1.circom,0,1,0,1,0,1,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\cases\3\temp2.circom,0,1,0,1,0,1,1,0
full,beto-rocha-blockchain_EnerTradeZK,beto-rocha-blockchain_EnerTradeZK\circuits\balance_check.circom,1,0,1,0,1,0,1,0
full,busyapedao_zksafebox-contract,busyapedao_zksafebox-contract\zk\main3.circom,1,0,1,0,1,0,1,0
full,calnix_circom-notes,calnix_circom-notes\Footguns\under2.circom,1,0,1,0,1,0,1,0
full,CaptainLEVI-XXX_zk2FA,CaptainLEVI-XXX_zk2FA\circuit\HashCheck\hashCheck.circom,1,0,1,0,1,0,1,0
full,CGuthmann_Infrachain_ZeroKnowledge,CGuthmann_Infrachain_ZeroKnowledge\circuits\circuit_claim.circom,1,0,1,0,1,0,1,0
full,CleanPegasus_zero-knowledge-puzzles,CleanPegasus_zero-knowledge-puzzles\StatefulComputation\StatefulComputation.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\test_constraints\correct_1\correct_1.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\test_constraints\correct_2\correct_2.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\test_constraints\correct_3\correct_3.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\test_constraints\correct_4\correct_4.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\test_constraints\correct_5\correct_5.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\test_constraints\correct_6\correct_6.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\test_constraints\correct_7\correct_7.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\test_constraints\correct_9\correct_9.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\fails\not_correct_1_cons\not_correct_1_cons.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\fails\not_correct_2\not_correct_2.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\fails\not_correct_3_cons\not_correct_3_cons.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\fails\not_correct_4_cons\not_correct_4_cons.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\fails\not_correct_5_cons\not_correct_5_cons.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\fails\not_correct_7_cons\not_correct_7_cons.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\fails\not_correct_8_cons\not_correct_8_cons.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\test_known_unknown\fails\not_correct_9_cons\not_correct_9_cons.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\simples_ifs\valid1\valid1.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\simples_ifs\valid2\valid2.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\simples_ifs\valid3\valid3.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\simples_ifs\valid4\valid4.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\example_if_fail\example_if_fail.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\example_loop_fail\example_loop_fail.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\simples3\simples3.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\simples4\simples4.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\simples5\simples5.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\simples7\simples7.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\multiple_assignments_analysis\fails\simples8\simples8.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\unknown_last_while\unknown_last_assignment_1_signal_comp\unknown_last_assignment_1_signal_comp.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if\if_known_last_assignment_1_mixed\if_known_last_assignment_1_mixed.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last_if\if_known_last_assignment_1_signal_comp\if_known_last_assignment_1_signal_comp.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last\known_last_assignment_1_mixed\known_last_assignment_1_mixed.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\detecting_last_assignment\known_last\known_last_assignment_1_signal_comp\known_last_assignment_1_signal_comp.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmulw4table_test\escalarmulw4table_test.circom,1,0,1,0,1,0,1,0
full,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmulw4table_test3\escalarmulw4table_test3.circom,1,0,1,0,1,0,1,0
full,Cryamor_Circom-AST-Extractor,Cryamor_Circom-AST-Extractor\testcase\33.circom,1,0,1,0,1,0,1,0
full,danielfsha_Card-RPG,danielfsha_Card-RPG\circuits\pocker\src\deal.circom,1,0,1,0,1,0,1,0
full,darklakefi_darklake-monorepo,darklakefi_darklake-monorepo\circuits\experiments\swap4.circom,1,0,1,0,1,0,1,0
full,DebRC_Vortex,DebRC_Vortex\vortex\circuits\zk_circuit_1.circom,1,0,1,0,1,0,1,0
full,docknetwork_crypto,docknetwork_crypto\legogroth16\test-vectors\circuits\test1.circom,1,0,1,0,1,0,1,0
full,eh7_crypto-wallet-platform,eh7_crypto-wallet-platform\apps\circom\square\square.circom,1,0,1,0,1,0,1,0
full,elohcrypto_zk-hybrid-rollup,elohcrypto_zk-hybrid-rollup\circuits\batch.circom,1,0,1,0,1,0,1,0
full,hlibbc_solidity-practice,hlibbc_solidity-practice\projects\zk-playground\zk-01_basic-arithmetic\circuits\division.circom,1,0,1,0,1,0,1,0
full,HoYongJin_zk-vote,HoYongJin_zk-vote\server\zkp\build_4_5\VoteCheck_temp.circom,1,0,1,0,1,0,1,0
full,HoYongJin_zk-vote,HoYongJin_zk-vote\server\zkp\build_5_4\VoteCheck_temp.circom,1,0,1,0,1,0,1,0
full,HoYongJin_zk-vote,HoYongJin_zk-vote\server\zkp\circuits\VoteCheck.circom,1,0,1,0,1,0,1,0
full,hshadab_agentkit,hshadab_agentkit\circuits\simple_proof.circom,0,1,0,1,0,1,1,0
full,huyphamcs_oyrade-contract-privacy,huyphamcs_oyrade-contract-privacy\zk\circuits\combine1to2.circom,1,0,1,0,1,0,1,0
full,huyphamcs_oyrade-contract-privacy,huyphamcs_oyrade-contract-privacy\zk\circuits\deposit1.circom,1,0,1,0,1,0,1,0
full,JofArnold_zkp-learning-in-public,JofArnold_zkp-learning-in-public\@projects\06-circom-math\circuits\AssertAssignPrivate.circom,1,0,1,0,1,0,1,0
full,johnson86tw_circom-playground,johnson86tw_circom-playground\basic\FactorOfFive.circom,1,0,1,0,1,0,1,0
full,johnson86tw_circom-playground,johnson86tw_circom-playground\basic\Powers.circom,1,0,1,0,1,0,1,0
full,johnson86tw_circom-playground,johnson86tw_circom-playground\basic\UnsafePowers.circom,1,0,1,0,1,0,1,0
full,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\arithmetic_test.circom,1,0,1,0,1,0,1,0
full,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\index_of_test.circom,1,0,1,0,1,0,1,0
full,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\pad_bits_10star_test.circom,1,0,1,0,1,0,1,0
full,Kartikvyas1604_TrustNet,Kartikvyas1604_TrustNet\circuits\transaction_membership.circom,1,0,1,0,1,0,1,0
full,mihirsinghal_double-blind-something,mihirsinghal_double-blind-something\poseidon_preimage.circom,1,0,1,0,1,0,1,0
full,mxber2022_ETHWarsaw,mxber2022_ETHWarsaw\zksnark\packages\circuit\circuits\sudoku.circom,1,0,1,0,1,0,1,0
full,namnc_circom-2-arithc,namnc_circom-2-arithc\tests\circuits\integration\addZero.circom,1,0,1,0,1,0,1,0
full,namnc_circom-2-arithc,namnc_circom-2-arithc\tests\circuits\integration\mainTemplateArgument.circom,1,0,1,0,1,0,1,0
full,ngmachado_stealth-payment-cli,ngmachado_stealth-payment-cli\circuits\commitment.circom,1,0,1,0,1,0,1,0
full,ocdbytes_ZK,ocdbytes_ZK\Circom\circuits\simple-polynomial.circom,1,0,1,0,1,0,1,0
full,Pecunia-Labs_pecunia-tron,Pecunia-Labs_pecunia-tron\backend\zk\circuit3\main3.circom,1,0,1,0,1,0,1,0
full,Pecunia-Labs_pecunia-tron,Pecunia-Labs_pecunia-tron\backend\zk\new_circuit\circuit.circom,1,0,1,0,1,0,1,0
full,RippnerLabs_cloak-minster-ballot,RippnerLabs_cloak-minster-ballot\circom\vote\vote.circom,1,0,1,0,1,0,1,0
full,saharAP_phd-nova-zkml,saharAP_phd-nova-zkml\sonobe_scheme\circuits\conv2_test.circom,1,0,1,0,1,0,1,0
full,santacroce-tech_zkgame,santacroce-tech_zkgame\circuits\movement.circom,1,0,1,0,1,0,1,0
full,santacroce-tech_zkgame,santacroce-tech_zkgame\circuits\timeCraft.circom,1,0,1,0,1,0,1,0
full,santacroce-tech_zkgame,santacroce-tech_zkgame\circuits\timeReward.circom,1,0,1,0,1,0,1,0
full,Sayhighz_zero-id,Sayhighz_zero-id\circuits\test.circom,1,0,1,0,1,0,1,0
full,Sayhighz_zero-id,Sayhighz_zero-id\circuits\thai_citizen.circom,1,0,1,0,1,0,1,0
full,SealevelStudio_SealevelStudio,SealevelStudio_SealevelStudio\zk-circuit\simple-test.circom,1,0,1,0,1,0,1,0
full,SealevelStudio_SealevelStudio,SealevelStudio_SealevelStudio\zk-circuit\test-circuit.circom,1,0,1,0,1,0,1,0
full,Shigeo1042_Issuer-Hiding,Shigeo1042_Issuer-Hiding\crypto_docknet\legogroth16\test-vectors\circuits\test1.circom,1,0,1,0,1,0,1,0
full,Sindri-Labs_sindri-resources,Sindri-Labs_sindri-resources\circuit_database\circom\sha256\circuit.circom,1,0,1,0,1,0,1,0
full,socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\mnist_test.circom,1,0,1,0,1,0,1,0
full,socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\model1_test.circom,1,0,1,0,1,0,1,0
full,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\test_circuit.circom,1,0,1,0,1,0,1,0
full,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\sign_verify\sign.circom,1,0,1,0,1,0,1,0
full,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\sign_verify\verify.circom,1,0,1,0,1,0,1,0
full,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\update_verify\update_root.circom,1,0,1,0,1,0,1,0
full,Ty-HA_zkage-proof-mobile,Ty-HA_zkage-proof-mobile\circuits\simple_age_check.circom,1,0,1,0,1,0,1,0
full,victoirefem_bp_final,victoirefem_bp_final\circom-2-arithc\tests\circuits\integration\addZero.circom,1,0,1,0,1,0,1,0
full,victoirefem_bp_final,victoirefem_bp_final\circom-2-arithc\tests\circuits\integration\mainTemplateArgument.circom,1,0,1,0,1,0,1,0
full,vvmafra_EnerTradeZK,vvmafra_EnerTradeZK\back-end\circuits\balance_check.circom,1,0,1,0,1,0,1,0
full,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmulw4table_test.circom,1,0,1,0,1,0,1,0
full,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmulw4table_test3.circom,1,0,1,0,1,0,1,0
full,yushihang_circomExamples,yushihang_circomExamples\src\circuit.circom,1,0,1,0,1,0,1,0
full,yushihang_circomExamples,yushihang_circomExamples\src\test5.circom,1,0,1,0,1,0,1,0
full,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\privacy\k_anonymity.circom,0,1,0,1,0,1,1,0
full,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\privacy\zero_knowledge_sets.circom,0,1,0,1,0,1,1,0
full,agnij-dutta_sigil,agnij-dutta_sigil\web3\circuits\core\primitives\signature_verify.circom,0,1,0,1,0,1,1,0
full,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\temp\2\temp2.circom,0,1,0,1,0,1,1,0
full,CleanPegasus_zero-knowledge-puzzles,CleanPegasus_zero-knowledge-puzzles\Num2Bits\Num2Bits.circom,0,1,0,1,0,1,1,0
full,costa-group_circom_tests,costa-group_circom_tests\circomlib_original_2.0\test\escalarmulany_test\escalarmulany_test.circom,0,1,0,1,0,1,1,0
full,danielfsha_Card-RPG,danielfsha_Card-RPG\circuits\interstellar\src\damage.circom,0,1,0,1,0,1,1,0
full,frederickemerson_Lumina,frederickemerson_Lumina\zk-circuits\kyc_proof.circom,0,1,0,1,0,1,1,0
full,frederickemerson_Lumina,frederickemerson_Lumina\zk-circuits\origin_proof.circom,0,1,0,1,0,1,1,0
full,hshadab_agentkit,hshadab_agentkit\circuits\TestSimple.circom,0,1,0,1,0,1,1,0
full,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\comparators_ext_test.circom,0,1,0,1,0,1,1,0
full,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\gates_test.circom,0,1,0,1,0,1,1,0
full,kitai-hazure_scaling-eth-24,kitai-hazure_scaling-eth-24\circuits\transactions_validator.circom,0,1,0,1,0,1,1,0
full,OnChainMee_zkml-erc8004,OnChainMee_zkml-erc8004\news-service\circuits\NewsClassification.circom,0,1,0,1,0,1,1,0
full,ParthRathix0_AuthVault.zk,ParthRathix0_AuthVault.zk\circuits\identity.circom,0,1,0,1,0,1,1,0
full,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth_circuits\bit_decomposition.circom,0,1,0,1,0,1,1,0
full,WasinYokk_OTC,WasinYokk_OTC\circomlib-master\test\circuits\escalarmulany_test.circom,0,1,0,1,0,1,1,0
full,wyf-ACCEPT_ZK-Decision-Tree-Demo,wyf-ACCEPT_ZK-Decision-Tree-Demo\circuits\simpleDCT\simpleDCT.circom,0,1,0,1,0,1,1,0
no-unroll-conservative,namnc_circom-2-arithc,namnc_circom-2-arithc\tests\circuits\integration\infixOps.circom,0,1,0,1,0,1,1,0
no-unroll-conservative,Cryamor_Circom-AST-Extractor,Cryamor_Circom-AST-Extractor\testcase\28.circom,5,0,5,0,5,0,1,0
no-unroll-conservative,Cryamor_Circom-AST-Extractor,Cryamor_Circom-AST-Extractor\testcase\29.circom,5,0,5,0,5,0,1,0
no-unroll-conservative,Cryamor_Circom-AST-Extractor,Cryamor_Circom-AST-Extractor\testcase\30.circom,5,0,5,0,5,0,1,0
no-unroll-conservative,hshadab_agentkit,hshadab_agentkit\circuits\ProximityVerification.circom,5,0,5,0,5,0,1,0
no-unroll-conservative,hshadab_agentkit,hshadab_agentkit\x402\circuits\option-b-v2\decision_with_binding.circom,5,0,5,0,5,0,1,0
no-unroll-conservative,Ronnieraj37_ETH-villa,Ronnieraj37_ETH-villa\core\circuits\private_swap.circom,4,0,4,0,4,0,1,0
no-unroll-conservative,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\temp\2\temp.circom,3,0,3,0,3,0,1,0
no-unroll-conservative,hshadab_agentkit,hshadab_agentkit\x402\circuits\option-b\decision_with_commitment.circom,3,0,3,0,3,0,1,0
no-unroll-conservative,huyphamcs_oyrade-contract-privacy,huyphamcs_oyrade-contract-privacy\zk\circuits\withdraw.circom,3,0,3,0,3,0,1,0
no-unroll-conservative,namnc_circom-2-arithc,namnc_circom-2-arithc\tests\circuits\integration\prefixOps.circom,3,0,3,0,3,0,1,0
no-unroll-conservative,victoirefem_bp_final,victoirefem_bp_final\circom-2-arithc\tests\circuits\integration\prefixOps.circom,3,0,3,0,3,0,1,0
no-unroll-conservative,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\tests\Com_Arg.circom,2,0,0,0,0,0,0,1
no-unroll-conservative,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\result\1.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\result\2.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\temp\1\temp1.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\compiler-testing\workspace\temp\1\temp2.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,CGuthmann_Infrachain_ZeroKnowledge,CGuthmann_Infrachain_ZeroKnowledge\circuits\circuit_rsa_encrypt.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,Galactica-corp_galactica-monorepo,Galactica-corp_galactica-monorepo\packages\zk-certificates\circuits\mains\mimcEnDecrypt.main.circom,2,0,0,0,0,0,0,1
no-unroll-conservative,Ghostkey316_ghostkey-316-vaultfire-init,Ghostkey316_ghostkey-316-vaultfire-init\quantum_expansion_v2\biolock.circom,0,1,0,1,0,1,1,0
no-unroll-conservative,harshit6239_ZK-Crowdfunding-Audit,harshit6239_ZK-Crowdfunding-Audit\circuits\crowdfund_commit.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,huyphamcs_oyrade-contract-privacy,huyphamcs_oyrade-contract-privacy\zk\circuits\merge2to2.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,jose-blockchain_opencircom,jose-blockchain_opencircom\test\circuits\divrem_test.circom,2,0,0,0,0,0,0,1
no-unroll-conservative,mxber2022_ETHWarsaw,mxber2022_ETHWarsaw\zksnark\packages\mycircuit\feedback.circom,1,1,1,1,1,1,1,0
no-unroll-conservative,OwshenNetwork_bermuda,OwshenNetwork_bermuda\contracts\circuits\coin_withdraw.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\clean_deposit_withdraw\clean_withdraw.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\deposit_withdraw\withdraw.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,Teycir_ZkPatternFuzz,Teycir_ZkPatternFuzz\tests\ground_truth\chains\mode123_smoke\mode123_chain_step0.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,Ty-HA_zkage-proof-mobile,Ty-HA_zkage-proof-mobile\circuits\simple_age_verification.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,Ty-HA_zkage-proof-mobile,Ty-HA_zkage-proof-mobile\circuits\test_age_verification.circom,2,0,2,0,2,0,1,0
no-unroll-conservative,Lightency-io_GreenTrust,Lightency-io_GreenTrust\ZKP\equal.circom,1,1,1,1,1,1,1,0
no-unroll-conservative,0xShiiro_ZK-learnings,0xShiiro_ZK-learnings\array.circom,1,0,1,0,1,0,1,0
no-unroll-conservative,ABaaaC_zkKaggle,ABaaaC_zkKaggle\test\circuits\MaxPool2D_ks3_test.circom,1,0,0,0,0,0,0,1
